Filename,Identifier,scientificName,CommonName,Comments
"Euphyia_sp_group_san_luis,I_MFS133.jpg",I_MFS133,Euphyia sp_group_san_luis,,
"Gerra_sevorsa,I_MFS134.jpg",I_MFS134,Gerra sevorsa,,
"moth_Geometridae,I_MFS135.jpg",I_MFS135,moth Geometridae,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_MFS137.jpg",I_MFS137,Crambidia cephalica,Yellow-headed Lichen Moth,
"Epimecis_subroraria,I_MFS138.jpg",I_MFS138,Epimecis subroraria,,
"moth_Geometridae,I_MFS139.jpg",I_MFS139,moth Geometridae,,
"Hemiceras_vecina,I_MFS140.jpg",I_MFS140,Hemiceras vecina,,
"moth_Saturniidae,I_MFS141.jpg",I_MFS141,moth Saturniidae,,
"Gerra_sevorsa,I_MFS143.jpg",I_MFS143,Gerra sevorsa,,
"moth,I_MFS144.jpg",I_MFS144,moth,,
"moth_Geometridae,I_MFS145.jpg",I_MFS145,moth Geometridae,,
"Oospila_athena,I_MFS147.jpg",I_MFS147,Oospila athena,,
"moth,I_MFS148.jpg",I_MFS148,moth,,
"Pheia_elegans,I_MFS149.jpg",I_MFS149,Pheia elegans,,
"moth,I_MFS150.jpg",I_MFS150,moth,,
"Nematocampa_completa,I_MFS151.jpg",I_MFS151,Nematocampa completa,,
"moth,I_MFS152.jpg",I_MFS152,moth,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_MFS153.jpg",I_MFS153,Afrida ydatodes,Dyars Lichen Moth,
"Opisthoxia_uncinata,I_MFS154.jpg",I_MFS154,Opisthoxia uncinata,,
"moth_Crambidae,I_MFS156.jpg",I_MFS156,moth Crambidae,,
"Macaria_approximaria--gambarina--ostia,I_MFS157.jpg",I_MFS157,Macaria approximaria--gambarina--ostia,,
"moth,I_MFS158.jpg",I_MFS158,moth,,
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_MFS161.jpg",I_MFS161,Tosale oviplagalis,Dimorphic Tosale Moth,
"moth,I_MFS162.jpg",I_MFS162,moth,,
"fly,I_MFS163.jpg",I_MFS163,fly,,
"moth,I_MFS165.jpg",I_MFS165,moth,,
"Crambidia_myrlosea,I_MFS166.jpg",I_MFS166,Crambidia myrlosea,,
"Anticarsia_gemmatalis,_Velvetbean_Caterpillar_Moth,I_MFS168.jpg",I_MFS168,Anticarsia gemmatalis,Velvetbean Caterpillar Moth,
"Neotherina_imperilla,I_MFS169.jpg",I_MFS169,Neotherina imperilla,,
"moth_Crambidae,I_MFS170.jpg",I_MFS170,moth Crambidae,,
"insect,I_MFS171.jpg",I_MFS171,insect,,
"insect,I_MFS172.jpg",I_MFS172,insect,,
"moth,I_MFS173.jpg",I_MFS173,moth,,
"moth_Noctuidae,I_MFS174.jpg",I_MFS174,moth Noctuidae,,
"moth_Anomis,I_MFS176.jpg",I_MFS176,moth Anomis,,
"moth,I_MFS177.jpg",I_MFS177,moth,,
"moth_Crambidae,I_MFS178.jpg",I_MFS178,moth Crambidae,,
"Micrathetis_dasarada,I_MFS179.jpg",I_MFS179,Micrathetis dasarada,,
"Euphyia_sp_group_san_luis,I_MFS180.jpg",I_MFS180,Euphyia sp_group_san_luis,,
"moth_Noctuidae,I_MFS182.jpg",I_MFS182,moth Noctuidae,,
"Nemoria_vermiculata,I_MFS183.jpg",I_MFS183,Nemoria vermiculata,,
"moth_Geometridae,I_MFS184.jpg",I_MFS184,moth Geometridae,,
"insect,I_MFS186.jpg",I_MFS186,insect,,
"insect,I_MFS187.jpg",I_MFS187,insect,,
"Idaea_sp_group_san_luis,I_MFS188.jpg",I_MFS188,Idaea sp_group_san_luis,,
"moth_emerald,I_MFS190.jpg",I_MFS190,moth emerald,,
"moth,I_MFS191.jpg",I_MFS191,moth,,
"Cathydata_batina,I_MFS192.jpg",I_MFS192,Cathydata batina,,
"moth_Crambidae,I_MFS193.jpg",I_MFS193,moth Crambidae,,
"Anticarsia_gemmatalis,_Velvetbean_Caterpillar_Moth,I_MFS194.jpg",I_MFS194,Anticarsia gemmatalis,Velvetbean Caterpillar Moth,
"Hypena_hemonalis,I_MFS196.jpg",I_MFS196,Hypena hemonalis,,
"moth,I_MFS197.jpg",I_MFS197,moth,,
"moth_Crambidae,I_MFS198.jpg",I_MFS198,moth Crambidae,,
"moth_Noctuidae,I_MFS199.jpg",I_MFS199,moth Noctuidae,,
"moth,I_MFS200.jpg",I_MFS200,moth,,
"moth,I_MFS202.jpg",I_MFS202,moth,,
"moth_Sphingidae,I_MFS203.jpg",I_MFS203,moth Sphingidae,,
"Euglyphis_libnites,I_MFS204.jpg",I_MFS204,Euglyphis libnites,,
"Euphyia_sp_group_san_luis,I_MFS205.jpg",I_MFS205,Euphyia sp_group_san_luis,,
"moth_Notodontidae,I_MFS206.jpg",I_MFS206,moth Notodontidae,,
"moth,I_MFS207.jpg",I_MFS207,moth,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_MFS208.jpg",I_MFS208,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth,I_MFS209.jpg",I_MFS209,moth,,
"Iridopsis_lurida--oberthuri--herse,I_MFS210.jpg",I_MFS210,Iridopsis lurida--oberthuri--herse,,
"moth,I_MFS212.jpg",I_MFS212,moth,,
"moth_Sphingidae,I_MFS213.jpg",I_MFS213,moth Sphingidae,,
"moth_Hemiceras,I_MFS215.jpg",I_MFS215,moth Hemiceras,,
"Gonodonta_sinaldus,I_MFS216.jpg",I_MFS216,Gonodonta sinaldus,,
"Opisthoxia_miletia,I_MFS217.jpg",I_MFS217,Opisthoxia miletia,,
"moth,I_MFS218.jpg",I_MFS218,moth,,
"Gn_sp_san_luis_0001,I_MFS219.jpg",I_MFS219,Gn sp_san_luis_0001,,
"Semiothisa_divergentata,I_MFS220.jpg",I_MFS220,Semiothisa divergentata,,
"moth,I_MFS221.jpg",I_MFS221,moth,,
"insect,I_MFS222.jpg",I_MFS222,insect,,
"moth_Geometridae,I_MFS223.jpg",I_MFS223,moth Geometridae,,
"moth_Geometridae,I_MFS224.jpg",I_MFS224,moth Geometridae,,
"insect,I_MFS225.jpg",I_MFS225,insect,,
"moth,I_MFS228.jpg",I_MFS228,moth,,
"Trygodes_amphion,I_MFS230.jpg",I_MFS230,Trygodes amphion,,
"beetle,I_MFS232.jpg",I_MFS232,beetle,,
"moth,I_MFS233.jpg",I_MFS233,moth,,
"insect,I_MFS234.jpg",I_MFS234,insect,,
"Cathydata_batina,I_MFS236.jpg",I_MFS236,Cathydata batina,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_MFS237.jpg",I_MFS237,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_MFS239.jpg",I_MFS239,moth,,
"moth,I_MFS240.jpg",I_MFS240,moth,,
"moth,I_MFS241.jpg",I_MFS241,moth,,
"Lophocampa_modesta,I_MFS243.jpg",I_MFS243,Lophocampa modesta,,
"insect,I_MFS244.jpg",I_MFS244,insect,,
"moth,I_MFS245.jpg",I_MFS245,moth,,
"Epimecis_semicompleta,I_MFS248.jpg",I_MFS248,Epimecis semicompleta,,
"moth_Geometridae,I_MFS251.jpg",I_MFS251,moth Geometridae,,
"Leucula_meganira,I_MFS254.jpg",I_MFS254,Leucula meganira,,
"moth,I_MFS255.jpg",I_MFS255,moth,,
"insect,I_MFS256.jpg",I_MFS256,insect,,
"moth_Sphingidae,I_MFS257.jpg",I_MFS257,moth Sphingidae,,
"moth,I_MFS261.jpg",I_MFS261,moth,,
"Paragonia_cruraria,I_MFS262.jpg",I_MFS262,Paragonia cruraria,,
"Orthofidonia_sp_san_luis_a,I_MFS264.jpg",I_MFS264,Orthofidonia sp_san_luis_a,,
"moth,I_MFS267.jpg",I_MFS267,moth,,
"moth,I_MFS268.jpg",I_MFS268,moth,,
"moth,I_MFS269.jpg",I_MFS269,moth,,
"Meganola_sp_san_luis_b,I_MFS271.jpg",I_MFS271,Meganola sp_san_luis_b,,
"moth,I_MFS274.jpg",I_MFS274,moth,,
"moth,I_MFS275.jpg",I_MFS275,moth,,
"moth,I_MFS276.jpg",I_MFS276,moth,,
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_MFS278.jpg",I_MFS278,Tosale oviplagalis,Dimorphic Tosale Moth,
"moth,I_MFS279.jpg",I_MFS279,moth,,
"insect,I_MFS280.jpg",I_MFS280,insect,,
"Crambidia_myrlosea,I_MFS281.jpg",I_MFS281,Crambidia myrlosea,,
"moth,I_MFS282.jpg",I_MFS282,moth,,
"moth_Eucereon,I_MFS283.jpg",I_MFS283,moth Eucereon,,
"Clemensia_cincinnata,I_MFS284.jpg",I_MFS284,Clemensia cincinnata,,
"moth_Notodontidae,I_MFS285.jpg",I_MFS285,moth Notodontidae,,
"Gerra_sevorsa,I_MFS286.jpg",I_MFS286,Gerra sevorsa,,
"moth_Notodontidae,I_MFS287.jpg",I_MFS287,moth Notodontidae,,
"insect,I_MFS288.jpg",I_MFS288,insect,,
"moth_Crambidae,I_MFS291.jpg",I_MFS291,moth Crambidae,,
"Cell_phone,I_MFS292.jpg",I_MFS292,Cell phone,,
"light,I_MFS293.jpg",I_MFS293,light,,
"Lophocampa_citrina,I_MFS294.jpg",I_MFS294,Lophocampa citrina,,
"moth_Geometridae,I_MFS295.jpg",I_MFS295,moth Geometridae,,
"Gn_sp_san_luis_1028,I_MFS296.jpg",I_MFS296,Gn sp_san_luis_1028,,
"Oospila_athena,I_MFS297.jpg",I_MFS297,Oospila athena,,
"moth_Geometridae,I_MFS299.jpg",I_MFS299,moth Geometridae,,
"moth_Geometridae,I_MFS301.jpg",I_MFS301,moth Geometridae,,
"Bagisara_repanda,_Wavy_Lined_Mallow_Moth,I_MFS302.jpg",I_MFS302,Bagisara repanda,Wavy Lined Mallow Moth,
"Idaea_sp_group_san_luis,I_MFS303.jpg",I_MFS303,Idaea sp_group_san_luis,,
"moth_Noctuidae_delta,I_MFS304.jpg",I_MFS304,moth Noctuidae delta,,
"moth,I_MFS305.jpg",I_MFS305,moth,,
"moth_Notodontidae,I_MFS306.jpg",I_MFS306,moth Notodontidae,,
"moth_Crambidae,I_MFS307.jpg",I_MFS307,moth Crambidae,,
"moth_Notodontidae,I_MFS308.jpg",I_MFS308,moth Notodontidae,,
"moth_Crambidae,I_MFS309.jpg",I_MFS309,moth Crambidae,,
"Pelochyta_affinis,I_MFS311.jpg",I_MFS311,Pelochyta affinis,,
"moth_Geometridae,I_MFS312.jpg",I_MFS312,moth Geometridae,,
"moth_Crambidae,I_MFS313.jpg",I_MFS313,moth Crambidae,,
"Melese_amastris,I_MFS314.jpg",I_MFS314,Melese amastris,,
"Melese_monima,I_MFS315.jpg",I_MFS315,Melese monima,,
"moth,I_MFS316.jpg",I_MFS316,moth,,
"Hampsonodes_melagona,I_MFS317.jpg",I_MFS317,Hampsonodes melagona,,
"Cliniodes_opalalis,I_MFS318.jpg",I_MFS318,Cliniodes opalalis,,
"Gerra_sevorsa,I_MFS319.jpg",I_MFS319,Gerra sevorsa,,
"Cosmosoma_cingulatum,I_MFS320.jpg",I_MFS320,Cosmosoma cingulatum,,
"moth_Crambidae,I_MFS321.jpg",I_MFS321,moth Crambidae,,
"moth_Crambidae,I_MFS324.jpg",I_MFS324,moth Crambidae,,
"moth,I_MFS326.jpg",I_MFS326,moth,,
"Cliniodes_opalalis,I_MFS327.jpg",I_MFS327,Cliniodes opalalis,,
"moth_Palthis,I_MFS328.jpg",I_MFS328,moth Palthis,,
"moth_Notodontidae,I_MFS329.jpg",I_MFS329,moth Notodontidae,,
"ant,I_MFS330.jpg",I_MFS330,ant,,
"moth,I_MFS331.jpg",I_MFS331,moth,,
"Iridopsis_lurida--oberthuri--herse,I_MFS332.jpg",I_MFS332,Iridopsis lurida--oberthuri--herse,,
"Hypercompe_icasia,I_MFS333.jpg",I_MFS333,Hypercompe icasia,,
"moth_Crambidae,I_MFS334.jpg",I_MFS334,moth Crambidae,,
"moth_Noctuidae,I_MFS335.jpg",I_MFS335,moth Noctuidae,,
"moth,I_MFS336.jpg",I_MFS336,moth,,
"moth_Arctiidae,I_MFS337.jpg",I_MFS337,moth Arctiidae,,
"moth,I_MFS338.jpg",I_MFS338,moth,,
"moth_Crambidae,I_MFS339.jpg",I_MFS339,moth Crambidae,,
"Sericoptera_mahometaria,I_MFS340.jpg",I_MFS340,Sericoptera mahometaria,,
"moth_Eucereon,I_MFS341.jpg",I_MFS341,moth Eucereon,,
"Oospila_athena,I_MFS342.jpg",I_MFS342,Oospila athena,,
"moth,I_MFS343.jpg",I_MFS343,moth,,
"moth_Eucereon,I_MFS345.jpg",I_MFS345,moth Eucereon,,
"moth_Saturniidae,I_MFS346.jpg",I_MFS346,moth Saturniidae,,
"moth_Saturniidae,I_MFS347.jpg",I_MFS347,moth Saturniidae,,
"moth,I_MFS348.jpg",I_MFS348,moth,,
"moth,I_MFS349.jpg",I_MFS349,moth,,
"wasp,I_MFS350.jpg",I_MFS350,wasp,,
"moth_Notodontidae,I_MFS351.jpg",I_MFS351,moth Notodontidae,,
"moth,I_MFS352.jpg",I_MFS352,moth,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_MFS353.jpg",I_MFS353,Afrida ydatodes,Dyars Lichen Moth,
"moth_Sphingidae,I_MFS354.jpg",I_MFS354,moth Sphingidae,,
"moth_Eucereon,I_MFS356.jpg",I_MFS356,moth Eucereon,,
"moth,I_MFS357.jpg",I_MFS357,moth,,
"moth_Noctuidae,I_MFS358.jpg",I_MFS358,moth Noctuidae,,
"moth,I_MFS359.jpg",I_MFS359,moth,,
"moth,I_MFS360.jpg",I_MFS360,moth,,
"moth_Noctuidae,I_MFS361.jpg",I_MFS361,moth Noctuidae,,
"moth,I_MFS362.jpg",I_MFS362,moth,,
"Lophocampa_citrina,I_MFS363.jpg",I_MFS363,Lophocampa citrina,,
"Oospila_athena,I_MFS364.jpg",I_MFS364,Oospila athena,,
"Cliniodes_opalalis,I_MFS365.jpg",I_MFS365,Cliniodes opalalis,,
"moth_Notodontidae,I_MFS366.jpg",I_MFS366,moth Notodontidae,,
"moth_Noctuidae,I_MFS367.jpg",I_MFS367,moth Noctuidae,,
"moth,I_MFS369.jpg",I_MFS369,moth,,
"Oospila_athena,I_MFS370.jpg",I_MFS370,Oospila athena,,
"moth_Eucereon,I_MFS371.jpg",I_MFS371,moth Eucereon,,
"moth,I_MFS372.jpg",I_MFS372,moth,,
"moth_Crambidae,I_MFS373.jpg",I_MFS373,moth Crambidae,,
"moth,I_MFS374.jpg",I_MFS374,moth,,
"moth_Notodontidae,I_MFS375.jpg",I_MFS375,moth Notodontidae,,
"moth_Geometridae,I_MFS376.jpg",I_MFS376,moth Geometridae,,
"moth,I_MFS377.jpg",I_MFS377,moth,,
"moth_Arctiidae,I_MFS378.jpg",I_MFS378,moth Arctiidae,,
"moth_Notodontidae,I_MFS379.jpg",I_MFS379,moth Notodontidae,,
"moth,I_MFS380.jpg",I_MFS380,moth,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_MFS381.jpg",I_MFS381,Afrida ydatodes,Dyars Lichen Moth,
"moth_Sphingidae,I_MFS382.jpg",I_MFS382,moth Sphingidae,,
"moth_Saturniidae,I_MFS383.jpg",I_MFS383,moth Saturniidae,,
"Nemoria_pescadora,I_MFS384.jpg",I_MFS384,Nemoria pescadora,,
"Himeromima_aulis,I_MFS385.jpg",I_MFS385,Himeromima aulis,,
"moth,I_MFS386.jpg",I_MFS386,moth,,
"Clemensia_brunneomedia,I_MFS387.jpg",I_MFS387,Clemensia brunneomedia,,
"Gerra_sevorsa,I_MFS388.jpg",I_MFS388,Gerra sevorsa,,
"moth_Crambidae,I_MFS389.jpg",I_MFS389,moth Crambidae,,
"moth_emerald,I_MFS390.jpg",I_MFS390,moth emerald,,
"moth_Crambidae,I_MFS391.jpg",I_MFS391,moth Crambidae,,
"moth_Geometridae,I_MFS392.jpg",I_MFS392,moth Geometridae,,
"Oospila_athena,I_MFS393.jpg",I_MFS393,Oospila athena,,
"moth_Saturniidae,I_MFS394.jpg",I_MFS394,moth Saturniidae,,
"Gerra_sevorsa,I_MFS395.jpg",I_MFS395,Gerra sevorsa,,
"moth,I_MFS396.jpg",I_MFS396,moth,,
"moth_Geometridae,I_MFS397.jpg",I_MFS397,moth Geometridae,,
"Oospila_athena,I_MFS398.jpg",I_MFS398,Oospila athena,,
"moth,I_MFS399.jpg",I_MFS399,moth,,
"Rhabdatomis_laudamia,I_MFS400.jpg",I_MFS400,Rhabdatomis laudamia,,
"moth_Noctuidae,I_MFS401.jpg",I_MFS401,moth Noctuidae,,
"moth,I_MFS402.jpg",I_MFS402,moth,,
"moth_Notodontidae,I_MFS403.jpg",I_MFS403,moth Notodontidae,,
"moth_Crambidae,I_MFS404.jpg",I_MFS404,moth Crambidae,,
"moth,I_MFS405.jpg",I_MFS405,moth,,
"moth_Geometridae,I_MFS406.jpg",I_MFS406,moth Geometridae,,
"moth_Noctuidae,I_MFS407.jpg",I_MFS407,moth Noctuidae,,
"moth,I_MFS408.jpg",I_MFS408,moth,,
"moth_Crambidae,I_MFS409.jpg",I_MFS409,moth Crambidae,,
"Oospila_athena,I_MFS410.jpg",I_MFS410,Oospila athena,,
"Ammalo_paranomon,I_MFS411.jpg",I_MFS411,Ammalo paranomon,,
"moth_species_group2,I_MFS412.jpg",I_MFS412,moth species group2,,
"Phyllodonta_latrata,I_MFS414.jpg",I_MFS414,Phyllodonta latrata,,
"beetle,I_MFS415.jpg",I_MFS415,beetle,,
"moth_Crambidae,I_MFS416.jpg",I_MFS416,moth Crambidae,,
"moth_Megalopygidae_-_Limacodidae,I_MFS417.jpg",I_MFS417,moth Megalopygidae - Limacodidae,,
"Cathydata_batina,I_MFS418.jpg",I_MFS418,Cathydata batina,,
"moth_Geometridae,I_MFS419.jpg",I_MFS419,moth Geometridae,,
"moth,I_MFS420.jpg",I_MFS420,moth,,
"insect,I_MFS421.jpg",I_MFS421,insect,,
"Idaea_sp_group_san_luis,I_MFS422.jpg",I_MFS422,Idaea sp_group_san_luis,,
"Himeromima_aulis,I_MFS423.jpg",I_MFS423,Himeromima aulis,,
"Gerra_sevorsa,I_MFS424.jpg",I_MFS424,Gerra sevorsa,,
"Lomographa_argentata,I_MFS425.jpg",I_MFS425,Lomographa argentata,,
"moth,I_MFS426.jpg",I_MFS426,moth,,
"moth,I_MFS427.jpg",I_MFS427,moth,,
"Gerra_sevorsa,I_MFS428.jpg",I_MFS428,Gerra sevorsa,,
"moth_Crambidae,I_MFS429.jpg",I_MFS429,moth Crambidae,,
"moth_Arctiidae,I_MFS430.jpg",I_MFS430,moth Arctiidae,,
"moth_Geometridae,I_MFS431.jpg",I_MFS431,moth Geometridae,,
"moth_Notodontidae,I_MFS432.jpg",I_MFS432,moth Notodontidae,,
"moth,I_MFS433.jpg",I_MFS433,moth,,
"Himeromima_aulis,I_MFS434.jpg",I_MFS434,Himeromima aulis,,
"Euphyia_sp_group_san_luis,I_MFS435.jpg",I_MFS435,Euphyia sp_group_san_luis,,
"moth_Crambidae,I_MFS436.jpg",I_MFS436,moth Crambidae,,
"Himeromima_aulis,I_MFS437.jpg",I_MFS437,Himeromima aulis,,
"moth_Notodontidae,I_MFS438.jpg",I_MFS438,moth Notodontidae,,
"Himeromima_aulis,I_MFS439.jpg",I_MFS439,Himeromima aulis,,
"moth_Noctuidae,I_MFS440.jpg",I_MFS440,moth Noctuidae,,
"Himeromima_aulis,I_MFS441.jpg",I_MFS441,Himeromima aulis,,
"Nemoria_astraea,I_MFS442.jpg",I_MFS442,Nemoria astraea,,
"moth,I_MFS443.jpg",I_MFS443,moth,,
"moth_Noctuidae,I_MFS444.jpg",I_MFS444,moth Noctuidae,,
"moth_emerald,I_MFS445.jpg",I_MFS445,moth emerald,,
"Scopula_sp_group_san_luis,I_MFS446.jpg",I_MFS446,Scopula sp_group_san_luis,,
"Phrygionis_privignaria,I_MFS447.jpg",I_MFS447,Phrygionis privignaria,,
"moth_Geometridae,I_MFS448.jpg",I_MFS448,moth Geometridae,,
"moth_Noctuidae,I_MFS449.jpg",I_MFS449,moth Noctuidae,,
"Himeromima_aulis,I_MFS450.jpg",I_MFS450,Himeromima aulis,,
"moth_Geometridae,I_MFS451.jpg",I_MFS451,moth Geometridae,,
"moth_Notodontidae,I_MFS453.jpg",I_MFS453,moth Notodontidae,,
"Trygodes_amphion,I_MFS454.jpg",I_MFS454,Trygodes amphion,,
"moth_Arctiidae,I_MFS455.jpg",I_MFS455,moth Arctiidae,,
"moth_Crambidae,I_MFS456.jpg",I_MFS456,moth Crambidae,,
"Nephodia_auxesia,I_MFS457.jpg",I_MFS457,Nephodia auxesia,,
"Cliniodes_opalalis,I_MFS458.jpg",I_MFS458,Cliniodes opalalis,,
"Nephodia_auxesia,I_MFS459.jpg",I_MFS459,Nephodia auxesia,,
"Metanema_bonadea,I_MFS460.jpg",I_MFS460,Metanema bonadea,,
"moth_Notodontidae,I_MFS461.jpg",I_MFS461,moth Notodontidae,,
"Eois_sp_san_luis_b,I_MFS462.jpg",I_MFS462,Eois sp_san_luis_b,,
"Perigea_hippia--micrippia,I_MFS463.jpg",I_MFS463,Perigea hippia--micrippia,,
"Himeromima_aulis,I_MFS464.jpg",I_MFS464,Himeromima aulis,,
"moth_Geometridae,I_MFS465.jpg",I_MFS465,moth Geometridae,,
"Phrygionis_privignaria,I_MFS466.jpg",I_MFS466,Phrygionis privignaria,,
"moth_Crambidae,I_MFS467.jpg",I_MFS467,moth Crambidae,,
"moth_Geometridae,I_MFS468.jpg",I_MFS468,moth Geometridae,,
